user,contributions,repositories,primary_language,monthly_contributions,contribution_types
jpwakugawa,2009,20,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 1, '2020-08': 0, '2020-09': 1, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 1, '2021-10': 3, '2021-11': 4, '2021-12': 7, '2022-01': 7, '2022-02': 4, '2022-03': 14, '2022-04': 6, '2022-05': 76, '2022-06': 169, '2022-07': 139, '2022-08': 56, '2022-09': 50, '2022-10': 84, '2022-11': 53, '2022-12': 73, '2023-01': 42, '2023-02': 45, '2023-03': 22, '2023-04': 38, '2023-05': 44, '2023-06': 26, '2023-07': 29, '2023-08': 11, '2023-09': 17, '2023-10': 19, '2023-11': 30, '2023-12': 4, '2024-01': 16, '2024-02': 45, '2024-03': 209, '2024-04': 111, '2024-05': 171, '2024-06': 83, '2024-07': 86, '2024-08': 72, '2024-09': 141}","{'commits': 405, 'pull_requests': 33, 'issues': 1, 'reviews': 0}"
altjohndev,4601,36,Elixir,"{'2017-01': 0, '2017-02': 35, '2017-03': 99, '2017-04': 65, '2017-05': 28, '2017-06': 53, '2017-07': 33, '2017-08': 6, '2017-09': 0, '2017-10': 2, '2017-11': 1, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 96, '2018-04': 182, '2018-05': 79, '2018-06': 79, '2018-07': 11, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 1, '2019-07': 0, '2019-08': 10, '2019-09': 11, '2019-10': 0, '2019-11': 6, '2019-12': 0, '2020-01': 0, '2020-02': 29, '2020-03': 8, '2020-04': 68, '2020-05': 2, '2020-06': 0, '2020-07': 0, '2020-08': 16, '2020-09': 5, '2020-10': 9, '2020-11': 7, '2020-12': 36, '2021-01': 8, '2021-02': 5, '2021-03': 3, '2021-04': 1, '2021-05': 1, '2021-06': 0, '2021-07': 4, '2021-08': 18, '2021-09': 34, '2021-10': 41, '2021-11': 16, '2021-12': 10, '2022-01': 33, '2022-02': 46, '2022-03': 26, '2022-04': 148, '2022-05': 249, '2022-06': 85, '2022-07': 155, '2022-08': 82, '2022-09': 134, '2022-10': 42, '2022-11': 59, '2022-12': 102, '2023-01': 130, '2023-02': 121, '2023-03': 174, '2023-04': 82, '2023-05': 218, '2023-06': 96, '2023-07': 213, '2023-08': 121, '2023-09': 60, '2023-10': 98, '2023-11': 65, '2023-12': 81, '2024-01': 79, '2024-02': 119, '2024-03': 74, '2024-04': 121, '2024-05': 105, '2024-06': 101, '2024-07': 111, '2024-08': 108, '2024-09': 45}","{'commits': 715, 'pull_requests': 31, 'issues': 84, 'reviews': 3}"
jramcast,6599,121,JavaScript,"{'2017-01': 0, '2017-02': 13, '2017-03': 5, '2017-04': 7, '2017-05': 11, '2017-06': 0, '2017-07': 7, '2017-08': 2, '2017-09': 0, '2017-10': 0, '2017-11': 8, '2017-12': 1, '2018-01': 1, '2018-02': 1, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 7, '2018-10': 13, '2018-11': 31, '2018-12': 13, '2019-01': 9, '2019-02': 9, '2019-03': 12, '2019-04': 10, '2019-05': 1, '2019-06': 1, '2019-07': 29, '2019-08': 2, '2019-09': 10, '2019-10': 64, '2019-11': 69, '2019-12': 21, '2020-01': 21, '2020-02': 13, '2020-03': 14, '2020-04': 35, '2020-05': 32, '2020-06': 128, '2020-07': 114, '2020-08': 211, '2020-09': 167, '2020-10': 144, '2020-11': 135, '2020-12': 65, '2021-01': 126, '2021-02': 182, '2021-03': 214, '2021-04': 62, '2021-05': 80, '2021-06': 234, '2021-07': 159, '2021-08': 66, '2021-09': 121, '2021-10': 96, '2021-11': 77, '2021-12': 57, '2022-01': 103, '2022-02': 147, '2022-03': 245, '2022-04': 130, '2022-05': 190, '2022-06': 78, '2022-07': 165, '2022-08': 111, '2022-09': 24, '2022-10': 80, '2022-11': 147, '2022-12': 71, '2023-01': 86, '2023-02': 165, '2023-03': 156, '2023-04': 60, '2023-05': 172, '2023-06': 157, '2023-07': 64, '2023-08': 40, '2023-09': 150, '2023-10': 201, '2023-11': 107, '2023-12': 142, '2024-01': 89, '2024-02': 98, '2024-03': 84, '2024-04': 117, '2024-05': 67, '2024-06': 22, '2024-07': 57, '2024-08': 60, '2024-09': 104}","{'commits': 1273, 'pull_requests': 244, 'issues': 101, 'reviews': 226}"
stranger26,191,40,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 3, '2017-05': 3, '2017-06': 0, '2017-07': 3, '2017-08': 1, '2017-09': 5, '2017-10': 12, '2017-11': 0, '2017-12': 4, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 16, '2018-11': 3, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 3, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 6, '2019-11': 2, '2019-12': 3, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 1, '2020-05': 1, '2020-06': 0, '2020-07': 1, '2020-08': 0, '2020-09': 0, '2020-10': 13, '2020-11': 2, '2020-12': 0, '2021-01': 1, '2021-02': 0, '2021-03': 2, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 45, '2021-11': 12, '2021-12': 2, '2022-01': 10, '2022-02': 0, '2022-03': 3, '2022-04': 6, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 14, '2022-11': 8, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 4, '2024-06': 2, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 71, 'pull_requests': 44, 'issues': 10, 'reviews': 0}"
clauded,68,5,Puppet,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 3, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 3, '2017-11': 0, '2017-12': 0, '2018-01': 1, '2018-02': 0, '2018-03': 5, '2018-04': 5, '2018-05': 1, '2018-06': 0, '2018-07': 2, '2018-08': 1, '2018-09': 0, '2018-10': 1, '2018-11': 7, '2018-12': 1, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 1, '2019-05': 1, '2019-06': 3, '2019-07': 1, '2019-08': 5, '2019-09': 0, '2019-10': 3, '2019-11': 3, '2019-12': 1, '2020-01': 3, '2020-02': 1, '2020-03': 1, '2020-04': 1, '2020-05': 1, '2020-06': 0, '2020-07': 2, '2020-08': 0, '2020-09': 3, '2020-10': 3, '2020-11': 0, '2020-12': 1, '2021-01': 2, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 1, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 1, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 18, 'pull_requests': 4, 'issues': 45, 'reviews': 0}"
JoaoPedro0803,482,45,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 3, '2021-03': 1, '2021-04': 3, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 4, '2021-10': 3, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 1, '2022-03': 6, '2022-04': 6, '2022-05': 2, '2022-06': 0, '2022-07': 0, '2022-08': 6, '2022-09': 19, '2022-10': 0, '2022-11': 8, '2022-12': 15, '2023-01': 1, '2023-02': 1, '2023-03': 1, '2023-04': 56, '2023-05': 106, '2023-06': 86, '2023-07': 30, '2023-08': 0, '2023-09': 7, '2023-10': 6, '2023-11': 7, '2023-12': 18, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 6, '2024-05': 0, '2024-06': 0, '2024-07': 11, '2024-08': 61, '2024-09': 8}","{'commits': 389, 'pull_requests': 17, 'issues': 1, 'reviews': 42}"
Tonkpils,12184,98,Ruby,"{'2017-01': 37, '2017-02': 42, '2017-03': 36, '2017-04': 79, '2017-05': 106, '2017-06': 53, '2017-07': 11, '2017-08': 109, '2017-09': 162, '2017-10': 408, '2017-11': 284, '2017-12': 131, '2018-01': 60, '2018-02': 59, '2018-03': 231, '2018-04': 258, '2018-05': 287, '2018-06': 207, '2018-07': 125, '2018-08': 174, '2018-09': 111, '2018-10': 202, '2018-11': 242, '2018-12': 150, '2019-01': 412, '2019-02': 183, '2019-03': 101, '2019-04': 194, '2019-05': 116, '2019-06': 105, '2019-07': 136, '2019-08': 104, '2019-09': 97, '2019-10': 203, '2019-11': 67, '2019-12': 85, '2020-01': 86, '2020-02': 80, '2020-03': 37, '2020-04': 150, '2020-05': 201, '2020-06': 181, '2020-07': 133, '2020-08': 99, '2020-09': 136, '2020-10': 98, '2020-11': 93, '2020-12': 10, '2021-01': 64, '2021-02': 92, '2021-03': 180, '2021-04': 130, '2021-05': 78, '2021-06': 87, '2021-07': 6, '2021-08': 32, '2021-09': 86, '2021-10': 82, '2021-11': 33, '2021-12': 24, '2022-01': 48, '2022-02': 67, '2022-03': 74, '2022-04': 111, '2022-05': 81, '2022-06': 84, '2022-07': 62, '2022-08': 89, '2022-09': 73, '2022-10': 100, '2022-11': 31, '2022-12': 201, '2023-01': 193, '2023-02': 93, '2023-03': 93, '2023-04': 198, '2023-05': 35, '2023-06': 148, '2023-07': 281, '2023-08': 568, '2023-09': 446, '2023-10': 166, '2023-11': 78, '2023-12': 51, '2024-01': 55, '2024-02': 55, '2024-03': 176, '2024-04': 141, '2024-05': 249, '2024-06': 319, '2024-07': 198, '2024-08': 55, '2024-09': 0}","{'commits': 263, 'pull_requests': 50, 'issues': 22, 'reviews': 32}"
Poulvilho,562,33,C,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 25, '2017-10': 26, '2017-11': 22, '2017-12': 36, '2018-01': 0, '2018-02': 0, '2018-03': 34, '2018-04': 7, '2018-05': 26, '2018-06': 7, '2018-07': 0, '2018-08': 1, '2018-09': 1, '2018-10': 0, '2018-11': 29, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 8, '2019-06': 0, '2019-07': 1, '2019-08': 6, '2019-09': 9, '2019-10': 7, '2019-11': 21, '2019-12': 3, '2020-01': 0, '2020-02': 0, '2020-03': 1, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 6, '2020-09': 52, '2020-10': 49, '2020-11': 26, '2020-12': 50, '2021-01': 0, '2021-02': 0, '2021-03': 4, '2021-04': 4, '2021-05': 22, '2021-06': 0, '2021-07': 0, '2021-08': 2, '2021-09': 2, '2021-10': 11, '2021-11': 0, '2021-12': 31, '2022-01': 1, '2022-02': 7, '2022-03': 6, '2022-04': 9, '2022-05': 0, '2022-06': 0, '2022-07': 1, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 1, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 2, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 5, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 417, 'pull_requests': 33, 'issues': 73, 'reviews': 3}"
ruiconti,8365,40,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 1, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 1, '2018-04': 0, '2018-05': 0, '2018-06': 1, '2018-07': 0, '2018-08': 0, '2018-09': 1, '2018-10': 29, '2018-11': 1, '2018-12': 0, '2019-01': 7, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 17, '2019-06': 62, '2019-07': 4, '2019-08': 6, '2019-09': 45, '2019-10': 20, '2019-11': 0, '2019-12': 1, '2020-01': 59, '2020-02': 1, '2020-03': 18, '2020-04': 113, '2020-05': 156, '2020-06': 122, '2020-07': 195, '2020-08': 48, '2020-09': 147, '2020-10': 65, '2020-11': 101, '2020-12': 27, '2021-01': 153, '2021-02': 124, '2021-03': 212, '2021-04': 107, '2021-05': 36, '2021-06': 9, '2021-07': 4, '2021-08': 3, '2021-09': 49, '2021-10': 35, '2021-11': 22, '2021-12': 20, '2022-01': 51, '2022-02': 25, '2022-03': 36, '2022-04': 38, '2022-05': 0, '2022-06': 2, '2022-07': 3, '2022-08': 30, '2022-09': 2, '2022-10': 5, '2022-11': 4, '2022-12': 10, '2023-01': 22, '2023-02': 84, '2023-03': 211, '2023-04': 236, '2023-05': 177, '2023-06': 265, '2023-07': 408, '2023-08': 355, '2023-09': 300, '2023-10': 299, '2023-11': 347, '2023-12': 272, '2024-01': 291, '2024-02': 318, '2024-03': 404, '2024-04': 377, '2024-05': 345, '2024-06': 363, '2024-07': 306, '2024-08': 410, '2024-09': 347}","{'commits': 323, 'pull_requests': 25, 'issues': 35, 'reviews': 2}"
Aditya1001001,371,40,Python,"{'2017-01': 0, '2017-02': 2, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 3, '2019-02': 1, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 32, '2019-09': 24, '2019-10': 2, '2019-11': 4, '2019-12': 15, '2020-01': 43, '2020-02': 17, '2020-03': 10, '2020-04': 6, '2020-05': 4, '2020-06': 24, '2020-07': 5, '2020-08': 0, '2020-09': 0, '2020-10': 10, '2020-11': 14, '2020-12': 1, '2021-01': 4, '2021-02': 0, '2021-03': 2, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 4, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 47, '2022-02': 0, '2022-03': 6, '2022-04': 11, '2022-05': 5, '2022-06': 0, '2022-07': 24, '2022-08': 14, '2022-09': 19, '2022-10': 3, '2022-11': 2, '2022-12': 1, '2023-01': 8, '2023-02': 0, '2023-03': 0, '2023-04': 1, '2023-05': 1, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 1, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 225, 'pull_requests': 12, 'issues': 5, 'reviews': 0}"
viniman27,556,39,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 1, '2021-03': 0, '2021-04': 1, '2021-05': 0, '2021-06': 0, '2021-07': 3, '2021-08': 0, '2021-09': 3, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 1, '2022-03': 2, '2022-04': 15, '2022-05': 1, '2022-06': 32, '2022-07': 10, '2022-08': 12, '2022-09': 3, '2022-10': 6, '2022-11': 6, '2022-12': 5, '2023-01': 2, '2023-02': 3, '2023-03': 0, '2023-04': 57, '2023-05': 135, '2023-06': 74, '2023-07': 21, '2023-08': 1, '2023-09': 11, '2023-10': 16, '2023-11': 17, '2023-12': 6, '2024-01': 0, '2024-02': 2, '2024-03': 0, '2024-04': 4, '2024-05': 6, '2024-06': 0, '2024-07': 40, '2024-08': 46, '2024-09': 14}","{'commits': 387, 'pull_requests': 24, 'issues': 16, 'reviews': 53}"
IvanOrtizp,20,4,Ruby,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 5, '2020-11': 2, '2020-12': 0, '2021-01': 1, '2021-02': 3, '2021-03': 0, '2021-04': 1, '2021-05': 3, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 5, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 6, 'pull_requests': 8, 'issues': 1, 'reviews': 0}"
basicavisual,1910,111,HTML,"{'2017-01': 0, '2017-02': 34, '2017-03': 13, '2017-04': 5, '2017-05': 25, '2017-06': 9, '2017-07': 37, '2017-08': 16, '2017-09': 49, '2017-10': 101, '2017-11': 120, '2017-12': 44, '2018-01': 20, '2018-02': 7, '2018-03': 14, '2018-04': 23, '2018-05': 6, '2018-06': 9, '2018-07': 16, '2018-08': 3, '2018-09': 11, '2018-10': 1, '2018-11': 21, '2018-12': 0, '2019-01': 6, '2019-02': 38, '2019-03': 40, '2019-04': 140, '2019-05': 18, '2019-06': 2, '2019-07': 3, '2019-08': 0, '2019-09': 9, '2019-10': 35, '2019-11': 37, '2019-12': 31, '2020-01': 34, '2020-02': 39, '2020-03': 9, '2020-04': 5, '2020-05': 46, '2020-06': 48, '2020-07': 19, '2020-08': 0, '2020-09': 1, '2020-10': 2, '2020-11': 6, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 2, '2021-04': 1, '2021-05': 4, '2021-06': 3, '2021-07': 25, '2021-08': 29, '2021-09': 30, '2021-10': 56, '2021-11': 6, '2021-12': 8, '2022-01': 22, '2022-02': 10, '2022-03': 59, '2022-04': 6, '2022-05': 30, '2022-06': 8, '2022-07': 41, '2022-08': 19, '2022-09': 11, '2022-10': 27, '2022-11': 28, '2022-12': 10, '2023-01': 18, '2023-02': 3, '2023-03': 13, '2023-04': 1, '2023-05': 9, '2023-06': 30, '2023-07': 1, '2023-08': 13, '2023-09': 2, '2023-10': 34, '2023-11': 16, '2023-12': 12, '2024-01': 19, '2024-02': 1, '2024-03': 0, '2024-04': 2, '2024-05': 33, '2024-06': 27, '2024-07': 41, '2024-08': 45, '2024-09': 3}","{'commits': 893, 'pull_requests': 92, 'issues': 256, 'reviews': 9}"
cjoa,41,9,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 15, '2017-11': 1, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 3, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 1, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 1, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 9, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 11, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 18, 'pull_requests': 3, 'issues': 12, 'reviews': 0}"
SilviaGrrr,9,2,Ruby,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 1, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 1, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 4, '2020-11': 3, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 2, 'pull_requests': 4, 'issues': 0, 'reviews': 0}"
